Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Value,Severity,Damage_Type,Num_Vehicles_Involved,Road_Type,Time_Hour,Injuries,Repair_Cost,Medical_Cost,Total_Cost
Jeep,Wrangler,2015,6741,4,Total Loss,2,Highway,12,2,6403,68490,136231
Honda,Accord,2019,15565,4,Severe,1,Rural,18,2,22938,64440,90127
Jeep,Wrangler,2022,25660,4,Total Loss,2,Urban,7,0,24377,85866,159426
Mercedes-Benz,C-Class,2018,22381,1,Minor,4,Residential,4,0,5080,2134,13906
Hyundai,Elantra,2021,11100,2,Minor,3,Urban,6,0,2332,7228,15014
Tesla,Model 3,2024,48850,1,Minor,3,Residential,22,0,10293,2721,24516
Tesla,Model Y,2020,30264,4,Total Loss,3,Rural,3,0,28750,112662,247932
Chevrolet,Silverado,2017,17974,2,Moderate,1,Highway,23,2,11470,6254,24358
Mercedes-Benz,C-Class,2020,24803,3,Total Loss,3,Residential,14,3,23562,12539,59841
Hyundai,Elantra,2019,8953,4,Total Loss,2,Highway,8,0,8505,57893,114297
Hyundai,Elantra,2017,6153,3,Total Loss,4,Highway,14,5,5845,18078,72430
Nissan,Altima,2019,10700,1,Minor,1,Residential,21,0,2356,2648,5102
Toyota,Corolla,2020,12520,4,Total Loss,3,Urban,14,2,11894,85468,163856
Toyota,Camry,2020,16859,2,Moderate,4,Residential,4,8,9046,9825,42040
Chevrolet,Silverado,2018,20034,1,Minor,1,Urban,13,0,3904,2157,7012
Chevrolet,Silverado,2022,48304,2,Minor,1,Residential,14,0,7296,10373,14610
Toyota,Camry,2023,18473,4,Total Loss,3,Residential,10,4,17549,42920,92752
Tesla,Model 3,2024,41683,1,Minor,3,Residential,18,0,9002,2232,15471
Mazda,CX-5,2023,22020,4,Total Loss,4,Highway,9,1,20919,114149,387139
Mazda,CX-5,2023,23312,2,Moderate,3,Rural,23,6,10944,5428,29525
Chevrolet,Silverado,2019,19637,4,Total Loss,2,Urban,18,3,18655,101438,181031
Nissan,Altima,2019,13368,1,Minor,4,Urban,7,0,2569,3246,13495
Nissan,Altima,2015,4740,1,Minor,4,Highway,4,0,1879,1791,11713
Tesla,Model 3,2023,39204,1,Minor,3,Urban,10,0,8556,2461,22289
Honda,Civic,2024,19003,1,Minor,4,Rural,21,0,3020,2840,10108
Nissan,Altima,2020,15187,3,Total Loss,3,Residential,9,0,14427,28771,75477
Chevrolet,Silverado,2016,14545,4,Severe,4,Residential,5,6,25472,48513,172537
Toyota,Corolla,2022,14531,1,Minor,1,Urban,22,0,2589,3393,7590
Toyota,Camry,2023,28630,3,Severe,2,Residential,14,4,28742,16851,65204
Honda,Accord,2020,13545,1,Minor,1,Residential,0,0,2651,2088,4637
Tesla,Model Y,2020,28551,1,Minor,2,Residential,10,0,6639,1956,11263
Tesla,Model 3,2019,22912,2,Moderate,3,Residential,19,3,17372,13467,42794
Toyota,Camry,2023,23937,1,Moderate,2,Urban,22,0,10744,2773,23002
Ford,F-150,2015,8706,2,Severe,3,Urban,2,1,21268,13868,64103
Toyota,Camry,2022,18456,2,Moderate,4,Highway,4,8,9429,7650,48969
Subaru,Outback,2016,8056,3,Total Loss,4,Rural,16,4,7653,35373,94113
Hyundai,Elantra,2022,19917,2,Moderate,3,Urban,8,2,9481,10600,33963
Mazda,CX-5,2018,11466,4,Total Loss,1,Highway,15,1,10892,75139,112103
Chevrolet,Silverado,2015,9531,3,Severe,1,Urban,12,2,21862,29510,65180
Nissan,Altima,2016,8018,3,Severe,1,Urban,3,0,18848,37981,68056
Nissan,Altima,2020,16386,4,Total Loss,3,Highway,23,0,15566,113790,324991
Toyota,Corolla,2016,5772,2,Minor,2,Rural,12,2,1932,10072,14054
Ford,F-150,2020,22097,2,Moderate,3,Rural,7,3,12954,6279,35800
Honda,Accord,2017,10418,3,Severe,3,Residential,20,5,20313,23256,78533
BMW,3 Series,2015,10713,1,Minor,4,Residential,11,0,3106,2597,10029
Mazda,CX-5,2015,6025,3,Severe,1,Rural,16,2,18072,30233,47957
Tesla,Model Y,2023,49920,2,Severe,1,Residential,20,2,68913,13545,80140
Tesla,Model 3,2023,40223,2,Moderate,2,Highway,17,4,26720,8378,57050
Honda,Civic,2019,9367,2,Moderate,1,Urban,0,0,7248,12830,25620
Ford,F-150,2018,21505,1,Moderate,4,Rural,7,0,12741,3155,30178
Mercedes-Benz,C-Class,2024,42183,1,Minor,3,Urban,9,0,8249,2829,20656
Nissan,Altima,2018,11466,4,Severe,3,Urban,18,1,20503,53628,123751
Mercedes-Benz,C-Class,2022,34807,4,Total Loss,4,Highway,20,3,33066,79766,297204
BMW,3 Series,2023,39264,2,Moderate,2,Residential,10,2,22668,11045,39024
BMW,3 Series,2015,8460,1,Minor,3,Rural,1,0,2769,2480,10976
BMW,3 Series,2022,31910,3,Severe,2,Residential,8,3,43719,31227,91234
Toyota,Camry,2016,6914,1,Moderate,1,Residential,15,0,6659,1912,7459
BMW,3 Series,2019,19424,1,Minor,4,Highway,23,0,4413,2013,16566
Hyundai,Elantra,2017,6652,4,Severe,4,Residential,18,8,17993,101958,217031
Jeep,Wrangler,2016,11490,2,Minor,1,Residential,7,1,2763,12205,12902
Tesla,Model 3,2023,37178,3,Severe,1,Urban,10,2,55152,22577,79149
Tesla,Model 3,2019,19415,1,Minor,4,Highway,0,0,4994,1811,22041
Jeep,Wrangler,2019,17028,1,Moderate,2,Highway,18,0,10619,2474,22180
Mazda,CX-5,2019,13718,2,Moderate,2,Rural,12,4,8498,7264,21712
Honda,Accord,2024,24910,4,Total Loss,4,Highway,7,5,23664,84366,308801
Nissan,Altima,2015,6318,2,Moderate,1,Rural,9,1,6516,9007,14302
Jeep,Wrangler,2015,8945,1,Minor,3,Residential,17,0,2483,3124,7095
Hyundai,Elantra,2023,23491,2,Minor,2,Rural,18,4,3261,11571,19593
BMW,3 Series,2017,11511,1,Minor,2,Residential,5,0,3226,1708,6013
Tesla,Model 3,2018,16134,3,Moderate,3,Highway,15,6,13712,37881,122280
Tesla,Model 3,2018,15224,2,Moderate,4,Highway,21,4,13220,14149,72173
BMW,3 Series,2024,47369,4,Total Loss,3,Rural,11,6,45000,53227,154474
Toyota,Corolla,2018,10184,2,Minor,4,Residential,16,1,2263,7955,19429
Mazda,CX-5,2018,10430,4,Total Loss,1,Urban,7,2,9908,131896,150116
Ford,F-150,2022,22878,3,Moderate,1,Residential,6,1,13236,37020,43245
Honda,Accord,2022,27196,1,Moderate,4,Highway,4,0,11934,3105,46153
Jeep,Wrangler,2020,18616,4,Total Loss,4,Residential,0,5,17685,51717,162394
Tesla,Model Y,2021,37395,3,Severe,3,Rural,17,0,55386,19798,136635
Jeep,Wrangler,2015,9911,1,Minor,3,Rural,20,0,2590,2487,9156
Hyundai,Elantra,2021,16021,2,Minor,1,Urban,17,2,2701,11720,16328
Subaru,Outback,2021,21563,2,Moderate,3,Rural,19,0,10822,6823,26821
Ford,F-150,2016,16142,3,Total Loss,1,Urban,2,0,15334,19318,42024
Nissan,Altima,2018,8993,3,Severe,4,Highway,7,8,19316,20033,104040
Jeep,Wrangler,2024,43097,2,Moderate,3,Highway,21,5,19222,12890,76915
Subaru,Outback,2018,10460,4,Total Loss,4,Highway,19,2,9937,46072,141171
Toyota,Camry,2016,6107,4,Severe,4,Highway,13,0,17931,97645,313183
Tesla,Model 3,2019,20738,4,Total Loss,2,Residential,6,1,19701,75271,127945
Tesla,Model Y,2020,28882,1,Minor,3,Residential,17,0,6698,1781,10512
BMW,3 Series,2019,15909,1,Minor,1,Highway,5,0,3886,2232,9043
Nissan,Altima,2018,8680,3,Severe,3,Residential,20,5,19166,39511,96529
Honda,Civic,2024,30336,2,Minor,4,Urban,21,3,3926,5053,18055
Tesla,Model 3,2020,27491,4,Severe,1,Rural,19,2,44690,78092,131974
Subaru,Outback,2019,12030,1,Minor,4,Highway,1,0,2582,3244,15685
Tesla,Model 3,2018,18277,1,Minor,3,Urban,10,0,4789,1540,12190
Ford,F-150,2022,33250,2,Moderate,1,Urban,12,0,16970,4447,23232
Chevrolet,Silverado,2018,25230,4,Total Loss,1,Rural,11,1,23968,59050,96578
Toyota,Camry,2017,9193,3,Severe,2,Highway,22,0,19412,33727,95072
Chevrolet,Silverado,2015,12675,3,Severe,3,Residential,19,2,24126,23693,77158
Tesla,Model Y,2024,51934,2,Severe,1,Residential,8,0,71088,9992,63076
Chevrolet,Silverado,2024,42124,3,Severe,3,Residential,16,2,45329,26240,95383
Chevrolet,Silverado,2015,10175,2,Severe,2,Highway,22,3,22326,7566,68431
Toyota,Corolla,2023,17158,2,Severe,1,Residential,1,0,22721,11849,32566
Mazda,CX-5,2017,9985,2,Minor,4,Highway,16,3,2348,11772,33316
Subaru,Outback,2023,30225,1,Moderate,2,Urban,4,0,13160,3325,28687
Tesla,Model 3,2024,43411,4,Total Loss,4,Residential,2,7,41240,138067,415485
Tesla,Model Y,2024,48674,2,Severe,1,Highway,1,2,67567,7082,103289
Nissan,Altima,2018,10052,1,Minor,1,Highway,2,0,2304,3177,8011
Honda,Accord,2015,5417,2,Minor,2,Rural,5,0,1960,13334,22496
Nissan,Altima,2019,9338,2,Minor,4,Rural,22,8,2247,14078,33384
Honda,Accord,2018,13523,4,Total Loss,3,Rural,22,2,12846,47541,133504
Ford,F-150,2017,12200,3,Severe,4,Urban,14,4,23784,41533,118811
Jeep,Wrangler,2023,35347,3,Total Loss,4,Highway,8,4,33579,27839,172530
Honda,Accord,2024,26750,4,Severe,4,Rural,9,1,28642,70122,181060
Chevrolet,Silverado,2017,18623,3,Moderate,4,Residential,15,3,11704,40514,93431
Mercedes-Benz,C-Class,2020,23289,4,Total Loss,4,Urban,21,0,22124,97370,285032
Mercedes-Benz,C-Class,2015,13537,1,Minor,3,Residential,11,0,3665,1866,7039
Ford,F-150,2017,11450,2,Minor,3,Residential,6,6,2874,9162,15749
Mercedes-Benz,C-Class,2019,24783,3,Moderate,1,Highway,1,2,16895,18105,58837
BMW,3 Series,2023,44798,3,Severe,1,Rural,2,2,55318,40353,118764
Honda,Civic,2019,10123,2,Minor,2,Rural,4,0,2309,13142,23143
Honda,Accord,2018,11068,3,Severe,1,Urban,14,1,20644,20167,49600
Honda,Civic,2020,13325,4,Severe,2,Highway,17,2,21396,60868,137302
Tesla,Model 3,2020,23752,3,Severe,3,Residential,18,1,40652,36219,103611
Tesla,Model Y,2022,39235,2,Minor,2,Rural,15,3,8562,12388,24018
Tesla,Model 3,2020,22165,4,Total Loss,4,Highway,5,6,21056,114407,436362
Honda,Accord,2022,17103,2,Moderate,2,Urban,1,1,9361,7948,27019
Tesla,Model Y,2020,25167,4,Severe,2,Urban,15,2,42180,130907,281987
Mazda,CX-5,2015,7784,4,Total Loss,3,Urban,10,3,7394,98849,177154
BMW,3 Series,2020,18503,4,Total Loss,3,Rural,4,3,17577,98866,207120
Mercedes-Benz,C-Class,2021,35439,1,Minor,2,Rural,18,0,7170,2530,10841
Tesla,Model Y,2022,46535,1,Minor,1,Residential,1,0,9876,1259,12420
Mazda,CX-5,2019,14513,1,Minor,4,Highway,15,0,2733,1887,12300
Honda,Civic,2016,6614,1,Minor,4,Highway,21,0,2029,3581,14429
Jeep,Wrangler,2023,26492,2,Moderate,2,Highway,9,1,13742,4458,28680
Tesla,Model 3,2020,24299,3,Severe,1,Urban,21,2,41242,34005,85038
Toyota,Camry,2016,7115,1,Minor,2,Residential,17,0,2069,2923,5267
Mercedes-Benz,C-Class,2023,50039,1,Minor,1,Residential,12,0,9506,2539,9648
Jeep,Wrangler,2020,18927,4,Total Loss,4,Rural,12,2,17980,78751,187606
Mercedes-Benz,C-Class,2019,19720,1,Minor,1,Urban,4,0,4655,1445,8208
Toyota,Camry,2015,5833,4,Total Loss,2,Rural,7,0,5541,137709,169906
BMW,3 Series,2023,44306,1,Minor,3,Residential,2,0,8145,2466,16240
Mazda,CX-5,2016,9206,3,Severe,4,Rural,15,6,19695,20022,86124
Tesla,Model Y,2024,58920,3,Severe,2,Residential,19,0,78633,37281,124289
Honda,Accord,2021,17339,3,Severe,2,Residential,2,0,23842,43774,109395
Toyota,Corolla,2016,5490,4,Total Loss,1,Urban,15,1,5215,127152,127922
Tesla,Model 3,2019,17874,3,Total Loss,4,Highway,21,2,16980,34168,130695
Nissan,Altima,2017,8381,1,Minor,2,Rural,7,0,2170,2616,5574
Honda,Accord,2018,9443,3,Severe,4,Residential,8,1,19815,39401,105101
Mercedes-Benz,C-Class,2019,21605,4,Total Loss,3,Highway,5,0,20524,127306,383420
BMW,3 Series,2020,20745,3,Severe,1,Residential,22,1,33670,25389,56449
Mercedes-Benz,C-Class,2019,20332,1,Minor,4,Residential,7,0,4753,3347,13951
Ford,F-150,2023,47917,2,Moderate,2,Residential,12,0,22250,10422,37111
Toyota,Corolla,2015,5848,4,Total Loss,1,Highway,15,1,5555,44421,78457
BMW,3 Series,2024,38315,3,Moderate,3,Residential,9,2,22241,22957,77050
Nissan,Altima,2023,21621,1,Minor,4,Residential,13,0,3229,2153,10474
Mercedes-Benz,C-Class,2023,48046,1,Moderate,4,Rural,12,0,28062,2114,59277
Jeep,Wrangler,2019,14944,4,Total Loss,1,Residential,13,2,14196,116915,123928
Tesla,Model Y,2023,49203,2,Severe,3,Residential,0,1,68139,14266,154590
Toyota,Camry,2019,14815,4,Total Loss,3,Highway,22,4,14074,116307,313358
Nissan,Altima,2021,13131,4,Total Loss,2,Highway,23,4,12474,119236,234657
BMW,3 Series,2023,43300,2,Severe,3,Highway,9,1,53970,5923,136703
Tesla,Model 3,2018,15268,4,Total Loss,1,Residential,19,0,14504,136944,150930
Tesla,Model 3,2022,32687,2,Severe,3,Residential,22,6,50301,8768,114658
Jeep,Wrangler,2024,33313,3,Moderate,3,Urban,5,1,15993,34408,104537
Hyundai,Elantra,2021,11495,4,Total Loss,4,Urban,18,7,10920,70707,159141
Honda,Civic,2024,24248,2,Moderate,3,Rural,19,3,10819,4320,21050
Toyota,Corolla,2015,4316,3,Total Loss,3,Residential,6,3,4100,42903,73482
Honda,Accord,2024,37425,4,Total Loss,4,Rural,14,2,35553,88331,214150
Mazda,CX-5,2021,15770,4,Total Loss,1,Highway,9,0,14981,102333,173598
Chevrolet,Silverado,2021,23840,2,Minor,1,Residential,20,2,4360,13313,13634
Nissan,Altima,2015,7240,4,Severe,1,Urban,5,1,18475,67344,131503
Honda,Accord,2019,11442,4,Total Loss,3,Rural,2,5,10869,63830,141166
Honda,Accord,2019,10933,4,Total Loss,4,Residential,13,6,10386,43518,85988
Subaru,Outback,2015,7307,3,Total Loss,4,Urban,12,0,6941,33467,86634
Mazda,CX-5,2017,7878,4,Severe,4,Residential,4,3,19017,73902,215261
Ford,F-150,2020,20417,4,Total Loss,3,Highway,9,1,19396,105577,259910
Ford,F-150,2016,9729,3,Moderate,3,Highway,9,6,8502,34622,94959
Toyota,Camry,2020,10475,4,Total Loss,2,Residential,13,4,9951,83587,119114
Nissan,Altima,2024,20601,3,Severe,4,Rural,8,6,24888,29093,110067
Honda,Civic,2015,5448,4,Total Loss,2,Rural,11,4,5175,123912,194168
BMW,3 Series,2021,24491,1,Minor,2,Urban,12,0,5173,2264,12166
Tesla,Model 3,2019,19938,2,Moderate,2,Urban,2,4,15766,8790,43401
Ford,F-150,2020,30694,3,Severe,3,Urban,19,1,37099,24004,122366
Nissan,Altima,2019,12802,2,Minor,3,Rural,12,0,2524,13719,23755
Mercedes-Benz,C-Class,2015,13267,2,Severe,2,Urban,14,3,27736,10714,51047
Ford,F-150,2019,24595,1,Moderate,1,Urban,2,0,13854,2924,21974
Mercedes-Benz,C-Class,2021,25900,4,Total Loss,1,Highway,3,1,24605,137007,251200
Chevrolet,Silverado,2022,24010,3,Severe,1,Urban,8,1,32287,19436,62364
Hyundai,Elantra,2024,27752,2,Moderate,4,Highway,8,0,11244,11983,61150
Mazda,CX-5,2022,19459,3,Severe,2,Residential,21,4,24924,40120,77473
Tesla,Model 3,2020,22635,2,Severe,2,Urban,14,1,39445,7156,71737
Hyundai,Elantra,2023,16750,4,Severe,2,Residential,5,1,22537,72017,146248
Mazda,CX-5,2022,25424,3,Severe,4,Rural,9,1,27966,21416,115657
Toyota,Camry,2021,13086,2,Moderate,1,Urban,9,2,8140,11407,22064
Honda,Civic,2021,12676,2,Minor,1,Urban,10,0,2514,4910,9275
Chevrolet,Silverado,2021,27785,3,Severe,3,Highway,20,2,35005,13559,93238
Subaru,Outback,2024,25121,4,Total Loss,1,Highway,21,0,23864,112481,188475
Honda,Civic,2018,11242,1,Minor,2,Residential,19,0,2399,2069,5997
Toyota,Camry,2019,13275,3,Severe,3,Residential,18,1,21372,21047,70314
Nissan,Altima,2022,17864,3,Severe,3,Highway,11,0,23574,32488,111420
Jeep,Wrangler,2015,9840,4,Total Loss,4,Rural,1,6,9348,104896,294867
Hyundai,Elantra,2019,11349,1,Moderate,3,Highway,1,0,7553,1678,24760
Ford,F-150,2023,44213,3,Severe,2,Rural,8,1,46833,28465,102753
Mercedes-Benz,C-Class,2018,20048,1,Minor,2,Residential,7,0,4707,1122,7195
Honda,Accord,2024,23840,3,Total Loss,2,Highway,10,4,22648,22758,87138
Tesla,Model Y,2023,51072,2,Moderate,4,Urban,7,8,32578,13715,101366
Subaru,Outback,2022,23974,2,Moderate,4,Highway,22,6,11472,8181,52795
BMW,3 Series,2018,16111,1,Minor,3,Residential,0,0,3916,1635,8672
BMW,3 Series,2023,31802,3,Severe,1,Rural,3,0,43621,13334,72197
Toyota,Corolla,2016,5981,3,Total Loss,2,Urban,16,4,5681,18074,41629
Tesla,Model 3,2019,20958,2,Moderate,2,Rural,18,0,16317,7528,33165
Tesla,Model 3,2023,36741,4,Total Loss,1,Urban,1,1,34903,83860,181805
Tesla,Model 3,2022,37752,1,Minor,2,Urban,4,0,8295,3276,22367
Honda,Civic,2023,16893,1,Minor,4,Residential,17,0,2851,1147,7782
Jeep,Wrangler,2019,16486,3,Severe,1,Residential,3,0,25880,13213,46234
BMW,3 Series,2016,10815,4,Total Loss,4,Residential,2,0,10274,42925,102097
Hyundai,Elantra,2023,23001,3,Total Loss,4,Residential,2,4,21850,25785,101757
Mercedes-Benz,C-Class,2023,40384,2,Minor,4,Highway,0,7,7961,10290,47404
Chevrolet,Silverado,2021,35059,2,Minor,3,Highway,0,6,5707,8176,39273
Ford,F-150,2017,19827,3,Severe,1,Rural,3,0,29275,14161,62276
Tesla,Model Y,2023,43684,2,Minor,3,Rural,4,2,9363,13674,49081
Ford,F-150,2024,35483,1,Moderate,4,Residential,0,0,17773,3506,42273
Ford,F-150,2019,17019,3,Severe,3,Urban,15,5,27253,17341,83730
Mercedes-Benz,C-Class,2019,17974,1,Minor,3,Highway,12,0,4375,1056,10375
Subaru,Outback,2024,30327,1,Moderate,3,Highway,3,0,13188,3492,36296
Mazda,CX-5,2015,6589,4,Total Loss,3,Residential,12,6,6259,75840,136850
Jeep,Wrangler,2015,6726,4,Total Loss,1,Urban,18,2,6389,107682,127702
Subaru,Outback,2019,13312,3,Total Loss,3,Residential,4,4,12646,42166,86930
Honda,Civic,2015,6668,2,Moderate,3,Residential,1,1,6600,7347,24856
Chevrolet,Silverado,2017,21095,1,Minor,2,Residential,17,0,4031,1405,5937
Subaru,Outback,2022,22435,3,Total Loss,4,Highway,16,4,21313,42345,194216
Chevrolet,Silverado,2015,14645,3,Total Loss,3,Residential,17,5,13912,42498,89245
Mercedes-Benz,C-Class,2024,43944,2,Moderate,3,Residential,15,4,26093,11178,57998
Honda,Accord,2021,18835,3,Total Loss,1,Residential,23,1,17893,30032,60597
Tesla,Model Y,2022,33643,3,Total Loss,1,Residential,17,2,31960,38680,69254
Nissan,Altima,2021,15483,4,Total Loss,1,Highway,15,1,14708,69431,104438
Subaru,Outback,2015,8390,2,Moderate,2,Highway,2,2,7265,10484,38248
Ford,F-150,2017,13067,2,Moderate,2,Highway,5,1,9704,6065,33068
Honda,Accord,2018,9274,3,Moderate,2,Residential,20,3,7364,31142,47578
Mercedes-Benz,C-Class,2015,13822,2,Moderate,4,Rural,19,2,11634,12371,48811
Toyota,Corolla,2018,10249,1,Minor,2,Urban,17,0,2268,3044,8396
Tesla,Model Y,2022,38119,3,Severe,4,Rural,6,3,56168,25113,145272
Mercedes-Benz,C-Class,2019,24784,1,Minor,3,Rural,9,0,5465,3558,15413
Jeep,Wrangler,2022,28720,3,Severe,4,Residential,12,4,33955,30644,125915
Ford,F-150,2024,42118,2,Moderate,1,Urban,1,2,20162,5910,37591
Hyundai,Elantra,2018,7121,1,Minor,2,Rural,2,0,2034,2753,7038
Subaru,Outback,2016,9753,4,Total Loss,2,Urban,21,4,9265,105352,157718
Jeep,Wrangler,2015,8823,3,Total Loss,4,Residential,6,4,8381,29491,65515
Tesla,Model 3,2021,32697,4,Severe,2,Residential,22,4,50312,83059,220491
Tesla,Model Y,2024,53372,4,Total Loss,2,Rural,16,3,50703,60544,146249
Tesla,Model 3,2023,43373,1,Moderate,4,Residential,6,0,28421,3094,58155
Nissan,Altima,2024,27589,1,Minor,4,Highway,18,0,3707,3047,16870
Toyota,Camry,2015,5133,1,Minor,2,Highway,4,0,1910,2447,9387
Tesla,Model 3,2020,25283,3,Total Loss,4,Residential,1,2,24018,21794,109448
Mazda,CX-5,2022,22874,1,Moderate,1,Highway,1,0,10832,1387,19227
BMW,3 Series,2023,31519,4,Total Loss,1,Residential,15,1,29943,122292,126115
BMW,3 Series,2021,26138,3,Severe,3,Residential,2,6,38524,19621,99889
Nissan,Altima,2021,15151,4,Total Loss,3,Rural,8,3,14393,65416,137293
Mercedes-Benz,C-Class,2019,26279,4,Total Loss,4,Residential,6,8,24965,79573,191236
Hyundai,Elantra,2016,6698,2,Moderate,1,Rural,5,1,6507,12683,22934
Honda,Civic,2021,19174,4,Total Loss,2,Urban,18,4,18215,75195,146650
Mercedes-Benz,C-Class,2021,32543,4,Total Loss,2,Residential,4,4,30915,55050,127337
Ford,F-150,2019,18831,1,Minor,4,Urban,22,0,3759,2225,14813
Tesla,Model Y,2020,33605,1,Minor,1,Urban,10,0,7548,2756,11015
Mazda,CX-5,2019,13303,1,Minor,4,Urban,2,0,2630,3092,16043
Hyundai,Elantra,2019,10400,4,Total Loss,2,Residential,18,2,9880,111989,155347
Mazda,CX-5,2020,13749,2,Minor,2,Highway,11,4,2668,12926,22806
Honda,Accord,2015,8064,3,Total Loss,3,Residential,23,2,7660,23510,64801
Mercedes-Benz,C-Class,2020,28906,4,Total Loss,4,Urban,14,6,27460,122975,319899
BMW,3 Series,2018,14014,3,Moderate,2,Residential,7,0,11306,37088,67816
Toyota,Camry,2017,7481,4,Severe,2,Urban,20,2,18590,43409,87666
Ford,F-150,2020,26525,1,Minor,1,Residential,17,0,4683,1055,5415
Mazda,CX-5,2018,12177,4,Total Loss,3,Highway,17,2,11568,136927,280683
Ford,F-150,2019,16267,2,Minor,1,Rural,11,2,3452,7835,11266
Honda,Accord,2017,9337,1,Moderate,3,Residential,20,0,7380,2385,15989
Honda,Accord,2024,22518,2,Moderate,3,Residential,18,3,10742,11522,32123
Mercedes-Benz,C-Class,2022,34509,4,Severe,3,Highway,6,5,48128,91835,330455
Honda,Accord,2024,35600,2,Severe,1,Rural,19,0,33156,14208,45652
Jeep,Wrangler,2016,9889,4,Severe,3,Rural,3,4,21526,96321,205196
Jeep,Wrangler,2019,16243,3,Severe,1,Highway,7,1,25720,13872,53392
Jeep,Wrangler,2015,8796,1,Minor,1,Urban,11,0,2467,1075,3468
Mazda,CX-5,2020,14527,4,Total Loss,3,Highway,12,1,13800,84801,208432
Jeep,Wrangler,2021,18644,1,Minor,4,Rural,11,0,3550,1934,11012
Jeep,Wrangler,2019,15320,1,Minor,2,Urban,8,0,3185,1641,6383
Ford,F-150,2024,36463,2,Moderate,4,Highway,7,1,18126,11953,77637
Toyota,Camry,2018,12929,2,Minor,2,Rural,0,0,2534,4047,11368
Subaru,Outback,2015,8775,3,Moderate,3,Urban,17,0,7369,40566,91690
Toyota,Camry,2023,26039,2,Minor,4,Highway,7,0,3583,7750,29362
Ford,F-150,2017,20405,2,Minor,1,Rural,23,1,3948,7694,13224
Subaru,Outback,2016,10244,2,Minor,4,Highway,22,0,2421,8589,29645
Chevrolet,Silverado,2016,10233,4,Total Loss,2,Rural,19,2,9721,68805,111072
Mercedes-Benz,C-Class,2022,34825,4,Total Loss,1,Residential,8,0,33083,78981,91419
Toyota,Camry,2024,23401,4,Severe,3,Urban,21,2,26232,63854,145675
BMW,3 Series,2015,11758,4,Total Loss,1,Highway,22,2,11170,99552,180292
Subaru,Outback,2020,17153,1,Minor,1,Rural,18,0,3043,1766,5417
BMW,3 Series,2017,11687,3,Total Loss,4,Rural,19,7,11102,19560,64737
Mercedes-Benz,C-Class,2020,23113,3,Severe,3,Highway,11,3,37188,23054,142444
Honda,Civic,2023,26964,2,Moderate,2,Residential,21,2,11471,13258,29172
Honda,Accord,2022,19605,1,Moderate,2,Rural,4,0,9999,1784,21271
Tesla,Model Y,2021,38482,3,Severe,3,Rural,8,3,56560,31500,152676
Tesla,Model Y,2024,47434,2,Minor,3,Highway,2,1,10038,4751,41759
Toyota,Corolla,2015,4764,1,Minor,2,Urban,10,0,1857,1439,5345
Jeep,Wrangler,2018,14571,4,Total Loss,1,Highway,20,2,13842,136253,176873
Hyundai,Elantra,2019,8519,4,Total Loss,4,Highway,14,0,8093,125386,314738
Tesla,Model Y,2020,26436,4,Total Loss,3,Urban,9,3,25114,41077,117992
Ford,F-150,2024,31920,3,Total Loss,4,Highway,3,6,30324,18359,160100
Honda,Civic,2024,22370,2,Moderate,1,Urban,17,2,10368,5171,18320
Subaru,Outback,2017,11415,3,Severe,4,Urban,12,4,21164,24247,89117
BMW,3 Series,2016,12798,4,Total Loss,2,Rural,19,4,12158,108105,160598
Honda,Accord,2024,30820,4,Total Loss,4,Highway,12,6,29279,103226,328087
Toyota,Corolla,2019,12213,4,Total Loss,3,Highway,0,1,11602,120777,392206
Honda,Accord,2020,12833,1,Moderate,1,Highway,16,0,8272,1199,12937
Toyota,Corolla,2021,15544,3,Severe,2,Highway,19,0,21994,38221,108839
Mazda,CX-5,2022,19888,3,Severe,3,Urban,5,3,25142,38124,135159
BMW,3 Series,2021,22742,2,Severe,2,Urban,9,1,35467,5680,54698
Honda,Civic,2018,10183,2,Moderate,2,Urban,20,2,7443,6138,19008
Ford,F-150,2023,27804,4,Total Loss,2,Residential,5,1,26413,78173,137176
Toyota,Corolla,2023,17966,1,Minor,3,Urban,15,0,2847,1324,6632
BMW,3 Series,2015,10581,1,Minor,1,Residential,9,0,3087,3078,4964
Ford,F-150,2020,33594,4,Severe,3,Rural,4,6,39187,63397,179208
Ford,F-150,2017,11150,3,Severe,4,Rural,16,1,23028,37419,104805
Honda,Accord,2022,21448,1,Minor,4,Rural,23,0,3323,1898,12596
BMW,3 Series,2022,38410,4,Total Loss,1,Residential,20,1,36489,97547,122092
BMW,3 Series,2024,54202,2,Minor,2,Highway,19,4,9630,12984,35853
Mazda,CX-5,2017,10286,2,Severe,2,Residential,17,2,20245,9202,34657
Nissan,Altima,2016,8522,2,Severe,2,Urban,9,4,19090,9754,44204
Mazda,CX-5,2021,19741,4,Severe,4,Highway,15,0,25067,68289,212908
Subaru,Outback,2021,18819,4,Severe,3,Rural,9,5,25162,137184,248205
Nissan,Altima,2016,8668,3,Severe,1,Highway,6,1,19160,23373,56254
Toyota,Camry,2017,9321,2,Moderate,1,Rural,5,1,7237,11783,20040
Tesla,Model 3,2022,34743,3,Total Loss,3,Highway,6,3,33005,28994,145414
Mazda,CX-5,2016,8369,3,Severe,1,Highway,17,1,19268,40218,94432
